"all.data.peaks.deseq2_LamBKO.seqnames"	"all.data.peaks.deseq2_LamBKO.start"	"all.data.peaks.deseq2_LamBKO.end"	"all.data.peaks.deseq2_LamBKO.width"	"all.data.peaks.deseq2_LamBKO.strand"	"all.data.peaks.deseq2_LamBKO.Conc"	"all.data.peaks.deseq2_LamBKO.Conc_Group1"	"all.data.peaks.deseq2_LamBKO.Conc_Group2"	"all.data.peaks.deseq2_LamBKO.Fold"	"all.data.peaks.deseq2_LamBKO.p.value"	"all.data.peaks.deseq2_LamBKO.FDR"	"all.data.peaks.deseq2_LamBKO.peak"	"all.data.peaks.deseq2_LamBKO.feature"	"all.data.peaks.deseq2_LamBKO.start_position"	"all.data.peaks.deseq2_LamBKO.end_position"	"all.data.peaks.deseq2_LamBKO.feature_strand"	"all.data.peaks.deseq2_LamBKO.insideFeature"	"all.data.peaks.deseq2_LamBKO.distancetoFeature"	"all.data.peaks.deseq2_LamBKO.shortestDistance"	"all.data.peaks.deseq2_LamBKO.fromOverlappingOrNearest"	"all.data.peaks.deseq2_LamBKO.symbol"	"all.data.peaks.deseq2_LamBKO.genename"
"chr3L"	8152031	8152231	201	"*"	3.86	3.77	3.91	-0.15	0.764	0.895	"5557"	"FBgn0035844"	8141868	8151813	"-"	"upstream"	-218	218	"NearestLocation"	"CG13676"	"uncharacterized protein"
"chr3R"	9359499	9359699	201	"*"	5.27	5.32	5.24	0.08	0.765	0.896	"7821"	"FBgn0037683"	9363305	9364838	"+"	"upstream"	-3806	3606	"NearestLocation"	"CG18473"	"uncharacterized protein"
"chr3R"	4684940	4685140	201	"*"	3.91	3.96	3.88	0.08	0.765	0.896	"7346"	"FBgn0053927"	4689951	4690608	"-"	"downstream"	5668	4811	"NearestLocation"	"CG33927"	"uncharacterized protein"
"chr2L"	9920078	9920278	201	"*"	4.45	4.52	4.4	0.11	0.765	0.896	"1116"	"FBgn0032161"	9920160	9921459	"+"	"overlapStart"	-82	82	"NearestLocation"	"CG4594"	"uncharacterized protein"
"chr3R"	4664907	4665107	201	"*"	6.06	6.1	6.03	0.07	0.765	0.896	"7340"	"FBgn0265039"	4660527	4660939	"-"	"upstream"	-3968	3968	"NearestLocation"	NA	NA
"chrX"	5734934	5735134	201	"*"	6.17	6.22	6.15	0.07	0.765	0.896	"10870"	"FBgn0029795"	5732740	5734614	"+"	"downstream"	2194	320	"NearestLocation"	"CG15773"	"uncharacterized protein"
"chr3L"	9866349	9866549	201	"*"	4.64	4.72	4.59	0.13	0.765	0.896	"5835"	"FBgn0027567"	9864639	9870674	"+"	"inside"	1710	1710	"NearestLocation"	"CG8108"	"uncharacterized protein"
"chr3R"	5998189	5998389	201	"*"	3.67	3.65	3.68	-0.03	0.765	0.896	"7518"	"FBgn0266233"	5994791	5995817	"-"	"upstream"	-2372	2372	"NearestLocation"	NA	NA
"chr3R"	24099654	24099854	201	"*"	3.47	3.43	3.5	-0.07	0.765	0.896	"9426"	"FBgn0013343"	24101600	24105763	"-"	"downstream"	6109	1746	"NearestLocation"	"Syx1A"	"Syntaxin 1A"
"chr2R"	17703444	17703644	201	"*"	5.07	5.13	5.04	0.1	0.765	0.896	"3795"	"FBgn0063386"	17703102	17703168	"+"	"downstream"	342	276	"NearestLocation"	NA	NA
"chr2R"	20672682	20672882	201	"*"	5.22	5.16	5.26	-0.1	0.766	0.896	"4115"	"FBgn0000615"	20667427	20671083	"-"	"upstream"	-1599	1599	"NearestLocation"	"exu"	"exuperantia"
"chr2L"	12487908	12488108	201	"*"	5.8	5.85	5.77	0.08	0.766	0.896	"1387"	"FBgn0051858"	12496616	12497333	"-"	"downstream"	9425	8508	"NearestLocation"	"t-cup"	"tetleys-cup"
"chr3L"	21387020	21387220	201	"*"	4.6	4.56	4.63	-0.07	0.766	0.896	"7089"	"FBgn0261258"	21382501	21424416	"+"	"inside"	4519	4519	"NearestLocation"	"rgn"	"regeneration"
"chr2L"	17440043	17440243	201	"*"	3.58	3.49	3.63	-0.14	0.766	0.896	"1792"	"FBgn0053928"	17435891	17436600	"-"	"upstream"	-3443	3443	"NearestLocation"	"CG33928"	"uncharacterized protein"
"chr2L"	5385364	5385564	201	"*"	4.42	4.49	4.37	0.11	0.766	0.897	"592"	"FBgn0265958"	5387551	5388632	"+"	"upstream"	-2187	1987	"NearestLocation"	NA	NA
"chr2L"	10975100	10975300	201	"*"	3.68	3.61	3.71	-0.1	0.767	0.897	"1256"	"FBgn0000018"	10973443	10975293	"-"	"overlapStart"	193	7	"NearestLocation"	"abo"	"abnormal oocyte"
"chrX"	8044094	8044294	201	"*"	3.51	3.47	3.54	-0.07	0.767	0.897	"11118"	"FBgn0029990"	8035741	8037517	"-"	"upstream"	-6577	6577	"NearestLocation"	"CG2233"	"uncharacterized protein"
"chr2R"	17269352	17269552	201	"*"	4.89	4.95	4.86	0.1	0.767	0.897	"3735"	"FBgn0267659"	17262339	17262748	"+"	"downstream"	7013	6604	"NearestLocation"	NA	NA
"chr2L"	16653662	16653862	201	"*"	5.41	5.36	5.43	-0.07	0.767	0.897	"1720"	"FBgn0032593"	16663454	16676701	"-"	"downstream"	23039	9592	"NearestLocation"	"Trpgamma"	"Transient receptor potential cation channel gamma"
"chr2R"	10276124	10276324	201	"*"	6.3	6.33	6.28	0.05	0.768	0.897	"2867"	"FBgn0033504"	10269016	10307024	"+"	"inside"	7108	7108	"NearestLocation"	"CAP"	"CAP"
"chr3L"	4135967	4136167	201	"*"	4.97	5.04	4.92	0.11	0.768	0.897	"5205"	"FBgn0260985"	4134860	4136038	"-"	"overlapStart"	71	71	"NearestLocation"	"RfC4"	"Replication factor C subunit 4"
"chr2L"	9968401	9968601	201	"*"	3.83	3.91	3.78	0.13	0.768	0.897	"1127"	"FBgn0011272"	9967313	9968645	"+"	"inside"	1088	44	"NearestLocation"	"RpL13"	"Ribosomal protein L13"
"chr2L"	14070088	14070288	201	"*"	4.01	4.07	3.97	0.1	0.768	0.897	"1552"	"FBgn0260011"	14047582	14048863	"+"	"downstream"	22506	21225	"NearestLocation"	"NimC4"	"Nimrod C4"
"chr3R"	17088079	17088279	201	"*"	4.23	4.2	4.25	-0.05	0.768	0.897	"8693"	"FBgn0038478"	17088280	17091938	"+"	"upstream"	-201	1	"NearestLocation"	"cal1"	"chromosome alignment defect 1"
"chr3R"	30747567	30747767	201	"*"	3.62	3.68	3.58	0.1	0.768	0.897	"10079"	"FBgn0262883"	30746685	30747172	"-"	"upstream"	-395	395	"NearestLocation"	NA	NA
"chr2R"	17493147	17493347	201	"*"	3.81	3.91	3.75	0.16	0.768	0.898	"3763"	"FBgn0050103"	17493695	17495998	"+"	"upstream"	-548	348	"NearestLocation"	"CG30103"	"uncharacterized protein"
"chr2L"	10457519	10457719	201	"*"	7.63	7.66	7.61	0.05	0.768	0.898	"1200"	"FBgn0027611"	10457658	10462472	"+"	"overlapStart"	-139	61	"NearestLocation"	"LManII"	"Lysosomal alpha-mannosidase II"
"chr3R"	24551080	24551280	201	"*"	4.5	4.56	4.47	0.09	0.768	0.898	"9478"	"FBgn0011845"	24555302	24555373	"+"	"upstream"	-4222	4022	"NearestLocation"	NA	NA
"chr3R"	10679631	10679831	201	"*"	4.46	4.54	4.41	0.13	0.768	0.898	"7997"	"FBgn0037819"	10677737	10680925	"-"	"inside"	1294	1094	"NearestLocation"	"CG14688"	"uncharacterized protein"
"chr3R"	11804587	11804787	201	"*"	3.47	3.41	3.51	-0.1	0.768	0.898	"8111"	"FBgn0025802"	11789293	11796948	"-"	"upstream"	-7639	7639	"NearestLocation"	"Sbf"	"SET domain binding factor"
"chr3R"	8792493	8792693	201	"*"	3.77	3.68	3.82	-0.14	0.769	0.898	"7761"	"FBgn0037630"	8794684	8796966	"+"	"upstream"	-2191	1991	"NearestLocation"	"Ir85a"	"Ionotropic receptor 85a"
"chr2R"	6256655	6256855	201	"*"	4.57	4.62	4.54	0.08	0.769	0.898	"2356"	"FBgn0286511"	6242004	6255266	"+"	"downstream"	14651	1389	"NearestLocation"	"Pld"	"Phospholipase D"
"chr3R"	17078057	17078257	201	"*"	6.07	6.11	6.05	0.06	0.769	0.898	"8690"	"FBgn0038475"	17073942	17079945	"-"	"inside"	1888	1688	"NearestLocation"	"Keap1"	"Keap1"
"chr3R"	20576929	20577129	201	"*"	5.48	5.54	5.44	0.09	0.769	0.898	"9003"	"FBgn0038806"	20577053	20578131	"+"	"overlapStart"	-124	76	"NearestLocation"	"CG5412"	"uncharacterized protein"
"chr2L"	6714197	6714397	201	"*"	5.35	5.4	5.31	0.09	0.769	0.898	"703"	"FBgn0025595"	6711286	6716186	"-"	"inside"	1989	1789	"NearestLocation"	"AkhR"	"Adipokinetic hormone receptor"
"chr2R"	6541479	6541679	201	"*"	4.06	4.01	4.1	-0.09	0.769	0.898	"2368"	"FBgn0264506"	6532595	6533595	"-"	"upstream"	-7884	7884	"NearestLocation"	NA	NA
"chr3R"	24555188	24555388	201	"*"	4.74	4.8	4.71	0.1	0.77	0.899	"9479"	"FBgn0011845"	24555302	24555373	"+"	"includeFeature"	-114	15	"NearestLocation"	NA	NA
"chr2L"	8478082	8478282	201	"*"	4.42	4.47	4.39	0.08	0.77	0.899	"957"	"FBgn0053194"	8477349	8478088	"+"	"overlapEnd"	733	6	"NearestLocation"	"CheA29a"	"Chemosensory protein A 29a"
"chrX"	1692689	1692889	201	"*"	4.04	4.08	4.01	0.07	0.77	0.899	"10464"	"FBgn0029588"	1692824	1693843	"+"	"overlapStart"	-135	65	"NearestLocation"	NA	NA
"chr3L"	8662287	8662487	201	"*"	3.78	3.87	3.72	0.15	0.77	0.899	"5634"	"FBgn0001168"	8675759	8679253	"+"	"upstream"	-13472	13272	"NearestLocation"	"h"	"hairy"
"chr2R"	7472318	7472518	201	"*"	5.64	5.61	5.66	-0.05	0.77	0.899	"2490"	"FBgn0010548"	7466879	7477162	"-"	"inside"	4844	4644	"NearestLocation"	"Aldh-III"	"Aldehyde dehydrogenase type III"
"chr2R"	14628894	14629094	201	"*"	4.57	4.64	4.53	0.1	0.77	0.899	"3429"	"FBgn0033949"	14629910	14631023	"+"	"upstream"	-1016	816	"NearestLocation"	"Had2"	"beta Hydroxy acid dehydrogenase 2"
"chr2R"	10777209	10777409	201	"*"	4.83	4.88	4.8	0.07	0.771	0.9	"2927"	"FBgn0265345"	10782895	10785597	"+"	"upstream"	-5686	5486	"NearestLocation"	NA	NA
"chr2L"	13126488	13126688	201	"*"	5.23	5.2	5.25	-0.05	0.771	0.9	"1448"	"FBgn0032471"	13130591	13134804	"+"	"upstream"	-4103	3903	"NearestLocation"	"CG5122"	"uncharacterized protein"
"chr3L"	5134099	5134299	201	"*"	5.49	5.55	5.45	0.1	0.771	0.9	"5271"	"FBgn0035593"	5133871	5135670	"+"	"inside"	228	228	"NearestLocation"	"CG4603"	"uncharacterized protein"
"chr3R"	27026547	27026747	201	"*"	3.78	3.86	3.72	0.14	0.772	0.9	"9731"	"FBgn0039476"	27024968	27026109	"-"	"upstream"	-438	438	"NearestLocation"	"CG6271"	"uncharacterized protein"
"chr3L"	9137130	9137330	201	"*"	5.01	5.08	4.97	0.11	0.772	0.9	"5717"	"FBgn0035965"	9135709	9137181	"-"	"overlapStart"	51	51	"NearestLocation"	"Use1"	"Unconventional SNARE in the ER 1"
"chr3L"	18061783	18061983	201	"*"	6.62	6.66	6.59	0.07	0.772	0.9	"6727"	"FBgn0000568"	17950953	18064696	"-"	"inside"	2913	2713	"NearestLocation"	"Eip75B"	"Ecdysone-induced protein 75B"
"chr2R"	13561190	13561390	201	"*"	4.07	3.97	4.12	-0.15	0.772	0.9	"3289"	"FBgn0033856"	13558545	13560768	"+"	"downstream"	2645	422	"NearestLocation"	"CG13334"	"uncharacterized protein"
"chr3L"	9498604	9498804	201	"*"	5.55	5.6	5.51	0.08	0.772	0.9	"5766"	"FBgn0052037"	9489502	9492215	"-"	"upstream"	-6389	6389	"NearestLocation"	"CG32037"	"uncharacterized protein"
"chr2R"	6162369	6162569	201	"*"	5.8	5.85	5.77	0.08	0.772	0.9	"2338"	"FBgn0011931"	6162519	6162592	"+"	"overlapStart"	-150	23	"NearestLocation"	NA	NA
"chr2L"	18631319	18631519	201	"*"	5.03	5.09	5	0.09	0.772	0.9	"1870"	"FBgn0032694"	18617256	18661776	"+"	"inside"	14063	14063	"NearestLocation"	"MESR3"	"Misexpression suppressor of ras 3"
"chr3L"	1802967	1803167	201	"*"	5.47	5.53	5.43	0.1	0.772	0.9	"4921"	"FBgn0261562"	1803107	1806920	"+"	"overlapStart"	-140	60	"NearestLocation"	"CG42676"	"uncharacterized protein"
"chr3L"	1119329	1119529	201	"*"	3.67	3.63	3.7	-0.07	0.772	0.9	"4826"	"FBgn0004870"	1036369	1101089	"-"	"upstream"	-18240	18240	"NearestLocation"	"bab1"	"bric a brac 1"
"chr2R"	23566964	23567164	201	"*"	6.15	6.11	6.17	-0.06	0.772	0.9	"4422"	"FBgn0015903"	23564891	23599526	"+"	"inside"	2073	2073	"NearestLocation"	"apt"	"apontic"
"chr3R"	26924796	26924996	201	"*"	3.81	3.75	3.84	-0.09	0.772	0.9	"9712"	"FBgn0285963"	26915761	26945309	"+"	"inside"	9035	9035	"NearestLocation"	"CG46339"	"uncharacterized protein"
"chr2R"	13409887	13410087	201	"*"	4.01	3.97	4.03	-0.06	0.772	0.9	"3257"	"FBgn0033836"	13408042	13409887	"-"	"overlapStart"	0	0	"NearestLocation"	"CG18278"	"uncharacterized protein"
"chr3L"	73642	73842	201	"*"	4.46	4.5	4.44	0.06	0.773	0.9	"4668"	"FBgn0264720"	72196	73101	"-"	"upstream"	-541	541	"NearestLocation"	NA	NA
"chr2R"	18125947	18126147	201	"*"	4.91	4.97	4.86	0.11	0.773	0.9	"3828"	"FBgn0003520"	18117896	18125779	"-"	"upstream"	-168	168	"NearestLocation"	"stau"	"staufen"
"chr2R"	9401664	9401864	201	"*"	4.44	4.51	4.4	0.11	0.773	0.9	"2738"	"FBgn0053774"	9399753	9400329	"-"	"upstream"	-1335	1335	"NearestLocation"	"CG33774"	"uncharacterized protein"
"chr2R"	15682723	15682923	201	"*"	3.49	3.57	3.44	0.13	0.773	0.9	"3546"	"FBgn0284254"	15682719	15687415	"+"	"inside"	4	4	"NearestLocation"	"Impbeta11"	"Importin beta11"
"chr2R"	4829123	4829323	201	"*"	6.08	6.12	6.06	0.06	0.773	0.901	"2255"	"FBgn0033000"	4829246	4830587	"+"	"overlapStart"	-123	77	"NearestLocation"	"CG14464"	"uncharacterized protein"
"chr2L"	14405327	14405527	201	"*"	4.94	5	4.9	0.1	0.773	0.901	"1582"	"FBgn0004858"	14390628	14409549	"-"	"inside"	4222	4022	"NearestLocation"	"elB"	"elbow B"
"chr3L"	8848461	8848661	201	"*"	4.35	4.41	4.31	0.1	0.773	0.901	"5672"	"FBgn0267473"	8844944	8845814	"-"	"upstream"	-2647	2647	"NearestLocation"	NA	NA
"chr2R"	17456385	17456585	201	"*"	4.55	4.62	4.51	0.11	0.774	0.901	"3757"	"FBgn0263233"	17455743	17456441	"-"	"overlapStart"	56	56	"NearestLocation"	"robls54B"	"roadblock similar 54B"
"chr3R"	12995552	12995752	201	"*"	4.48	4.54	4.44	0.11	0.774	0.901	"8236"	"FBgn0038106"	12995620	12996925	"+"	"overlapStart"	-68	68	"NearestLocation"	"CG7488"	"uncharacterized protein"
"chrX"	21632864	21633064	201	"*"	3.93	3.99	3.89	0.1	0.774	0.901	"12533"	"FBgn0267704"	21631891	21790731	"+"	"inside"	973	973	"NearestLocation"	NA	NA
"chr2L"	7080607	7080807	201	"*"	4.44	4.5	4.4	0.11	0.774	0.901	"755"	"FBgn0265822"	7078895	7079399	"-"	"upstream"	-1208	1208	"NearestLocation"	NA	NA
"chr2L"	9678718	9678918	201	"*"	4.68	4.74	4.65	0.1	0.774	0.901	"1083"	"FBgn0264999"	9669640	9671070	"-"	"upstream"	-7648	7648	"NearestLocation"	NA	NA
"chrX"	4172973	4173173	201	"*"	3.89	3.84	3.92	-0.09	0.774	0.901	"10761"	"FBgn0000635"	4132887	4206093	"-"	"inside"	33120	32920	"NearestLocation"	"Fas2"	"Fasciclin 2"
"chr3R"	18296577	18296777	201	"*"	6.11	6.15	6.08	0.06	0.774	0.901	"8790"	"FBgn0010877"	18288866	18298879	"-"	"inside"	2302	2102	"NearestLocation"	"l(3)05822"	"lethal (3) 05822"
"chr3L"	7518838	7519038	201	"*"	5.65	5.61	5.68	-0.07	0.774	0.901	"5466"	"FBgn0268063"	7518997	7528013	"+"	"overlapStart"	-159	41	"NearestLocation"	"ltl"	"larval translucida"
"chr2R"	18288421	18288621	201	"*"	4.5	4.58	4.45	0.13	0.774	0.901	"3845"	"FBgn0034321"	18288696	18294712	"+"	"upstream"	-275	75	"NearestLocation"	"CG14502"	"uncharacterized protein"
"chr3R"	31437816	31438016	201	"*"	4.67	4.74	4.63	0.11	0.775	0.901	"10138"	"FBgn0039848"	31458380	31459869	"-"	"downstream"	22053	20364	"NearestLocation"	"Loxl1"	"Lysyl oxidase-like 1"
"chr3R"	10001256	10001456	201	"*"	5.48	5.54	5.45	0.09	0.775	0.901	"7923"	"FBgn0037773"	9999771	10001276	"-"	"overlapStart"	20	20	"NearestLocation"	"CG5359"	"uncharacterized protein"
"chr4"	930608	930808	201	"*"	5.06	5.14	5.01	0.13	0.775	0.901	"10274"	"FBgn0023213"	915297	930715	"-"	"overlapStart"	107	93	"NearestLocation"	"eIF4G1"	"eukaryotic translation initiation factor 4G1"
"chr3R"	8868548	8868748	201	"*"	5.1	5.06	5.13	-0.07	0.775	0.901	"7774"	"FBgn0053551"	8862933	8863005	"+"	"downstream"	5615	5543	"NearestLocation"	NA	NA
"chr3L"	555791	555991	201	"*"	3.79	3.86	3.74	0.12	0.775	0.901	"4737"	"FBgn0267458"	553216	553739	"+"	"downstream"	2575	2052	"NearestLocation"	NA	NA
"chr2L"	822381	822581	201	"*"	4.53	4.47	4.56	-0.09	0.775	0.901	"94"	"FBgn0031285"	821289	824337	"+"	"inside"	1092	1092	"NearestLocation"	"CG3662"	"uncharacterized protein"
"chrX"	19885458	19885658	201	"*"	5.67	5.72	5.65	0.07	0.775	0.901	"12429"	"FBgn0086782"	19886108	19890060	"-"	"downstream"	4602	450	"NearestLocation"	"amn"	"amnesiac"
"chrX"	1161989	1162189	201	"*"	5	4.95	5.02	-0.07	0.775	0.901	"10401"	"FBgn0040368"	1158599	1162389	"-"	"inside"	400	200	"NearestLocation"	"eIF4E7"	"eukaryotic translation initiation factor 4E7"
"chrX"	9100184	9100384	201	"*"	4.39	4.32	4.44	-0.12	0.775	0.901	"11255"	"FBgn0030087"	9093612	9103739	"-"	"inside"	3555	3355	"NearestLocation"	"CG7766"	"uncharacterized protein"
"chr2L"	7029075	7029275	201	"*"	4.83	4.89	4.8	0.09	0.775	0.901	"745"	"FBgn0031881"	7027526	7028959	"+"	"downstream"	1549	116	"NearestLocation"	"MME1"	"Mitochondrial Magnesium Exporter 1"
"chr2L"	11990795	11990995	201	"*"	4.68	4.74	4.64	0.09	0.775	0.901	"1338"	"FBgn0032391"	11990927	11992848	"+"	"overlapStart"	-132	68	"NearestLocation"	"escl"	"escl"
"chr3R"	13699409	13699609	201	"*"	4.07	4	4.12	-0.11	0.775	0.901	"8289"	"FBgn0002937"	13700565	13703164	"+"	"upstream"	-1156	956	"NearestLocation"	"ninaB"	"neither inactivation nor afterpotential B"
"chr3R"	22119963	22120163	201	"*"	4.56	4.63	4.52	0.1	0.776	0.901	"9199"	"FBgn0259736"	22120061	22133367	"+"	"overlapStart"	-98	98	"NearestLocation"	"CG42390"	"uncharacterized protein"
"chr2R"	24669235	24669435	201	"*"	6.31	6.36	6.29	0.07	0.776	0.901	"4597"	"FBgn0035047"	24669397	24671577	"+"	"overlapStart"	-162	38	"NearestLocation"	"Pof"	"Painting of fourth"
"chr3R"	6401155	6401355	201	"*"	5.41	5.46	5.38	0.08	0.776	0.901	"7543"	"FBgn0037443"	6389162	6405895	"-"	"inside"	4740	4540	"NearestLocation"	"Dmtn"	"Dementin"
"chr2R"	22185894	22186094	201	"*"	5.2	5.15	5.22	-0.07	0.776	0.901	"4279"	"FBgn0034708"	22185972	22189886	"+"	"overlapStart"	-78	78	"NearestLocation"	"Vps35"	"Vacuolar protein sorting 35"
"chr2R"	10604972	10605172	201	"*"	5.1	5.15	5.07	0.07	0.776	0.902	"2915"	"FBgn0033538"	10617662	10641807	"+"	"upstream"	-12690	12490	"NearestLocation"	"CG11883"	"uncharacterized protein"
"chr3L"	18070056	18070256	201	"*"	6.28	6.33	6.25	0.08	0.776	0.902	"6730"	"FBgn0264748"	18068728	18070150	"-"	"overlapStart"	94	94	"NearestLocation"	"CG44006"	"uncharacterized protein"
"chr3R"	4789094	4789294	201	"*"	3.48	3.57	3.43	0.14	0.776	0.902	"7360"	"FBgn0037276"	4781120	4784722	"-"	"upstream"	-4372	4372	"NearestLocation"	"CG17387"	"uncharacterized protein"
"chr3L"	19813322	19813522	201	"*"	5.01	4.96	5.03	-0.07	0.776	0.902	"6904"	"FBgn0036910"	19810403	19813339	"-"	"overlapStart"	17	17	"NearestLocation"	"Cyp305a1"	"Cyp305a1"
"chr3R"	24548909	24549109	201	"*"	5.85	5.9	5.81	0.09	0.776	0.902	"9477"	"FBgn0266758"	24544719	24556549	"+"	"inside"	4190	4190	"NearestLocation"	"Esyt2"	"Extended synaptotagmin-like protein 2"
"chr3L"	4117878	4118078	201	"*"	4.32	4.39	4.27	0.12	0.777	0.902	"5199"	"FBgn0035499"	4114289	4122388	"-"	"inside"	4510	3589	"NearestLocation"	"Chd64"	"Chd64"
"chrX"	19893333	19893533	201	"*"	5.29	5.25	5.31	-0.06	0.777	0.902	"12431"	"FBgn0086782"	19886108	19890060	"-"	"upstream"	-3273	3273	"NearestLocation"	"amn"	"amnesiac"
"chr3R"	18564473	18564673	201	"*"	3.22	3.32	3.16	0.16	0.777	0.902	"8819"	"FBgn0262823"	18564264	18565173	"-"	"inside"	700	209	"NearestLocation"	"hemo"	"hemotin"
"chr3R"	18564473	18564673	201	"*"	3.22	3.32	3.16	0.16	0.777	0.902	"8819"	"FBgn0262846"	18564264	18565173	"-"	"inside"	700	209	"NearestLocation"	"CG43210"	"uncharacterized protein"
"chr2L"	20890355	20890555	201	"*"	6.15	6.2	6.12	0.08	0.777	0.902	"2107"	"FBgn0053317"	20901134	20901524	"+"	"upstream"	-10779	10579	"NearestLocation"	NA	NA
"chr3L"	2137008	2137208	201	"*"	4.32	4.24	4.36	-0.12	0.777	0.902	"4952"	"FBgn0052311"	2117466	2151700	"-"	"inside"	14692	14492	"NearestLocation"	"zormin"	"zormin"
"chr3R"	8521300	8521500	201	"*"	3.81	3.9	3.76	0.14	0.777	0.902	"7732"	"FBgn0051454"	8521658	8523520	"+"	"upstream"	-358	158	"NearestLocation"	"CG31454"	"uncharacterized protein"
"chr3L"	7862332	7862532	201	"*"	5.75	5.71	5.77	-0.07	0.778	0.902	"5517"	"FBgn0016694"	7811458	7867369	"-"	"inside"	5037	4837	"NearestLocation"	"Pdp1"	"PAR-domain protein 1"
"chr2R"	13884661	13884861	201	"*"	3.56	3.61	3.53	0.08	0.778	0.902	"3314"	"FBgn0033883"	13860349	13862002	"-"	"upstream"	-22659	22659	"NearestLocation"	"CG16935"	"uncharacterized protein"
"chr3L"	22960405	22960605	201	"*"	4.1	4.16	4.07	0.09	0.778	0.902	"7232"	"FBgn0267322"	22960930	22961668	"+"	"upstream"	-525	325	"NearestLocation"	NA	NA
"chr3R"	19220098	19220298	201	"*"	4.12	4.19	4.08	0.12	0.778	0.902	"8894"	"FBgn0267975"	19215434	19226651	"-"	"inside"	6553	4664	"NearestLocation"	"vib"	"vibrator"
"chrX"	1215081	1215281	201	"*"	5.19	5.24	5.16	0.08	0.778	0.902	"10406"	"FBgn0040366"	1211989	1215156	"-"	"overlapStart"	75	75	"NearestLocation"	"CG11398"	"uncharacterized protein"
"chr3R"	7902519	7902719	201	"*"	3.92	3.99	3.88	0.12	0.778	0.902	"7662"	"FBgn0037529"	7889277	7902667	"-"	"overlapStart"	148	52	"NearestLocation"	"mRpS9"	"mitochondrial ribosomal protein S9"
"chr3R"	29816336	29816536	201	"*"	4.18	4.25	4.14	0.12	0.778	0.902	"9951"	"FBgn0039702"	29814921	29816451	"-"	"overlapStart"	115	85	"NearestLocation"	"Vps16B"	"Vacuolar protein sorting 16B"
"chr2R"	22635838	22636038	201	"*"	4.5	4.44	4.53	-0.09	0.778	0.902	"4339"	"FBgn0034748"	22634019	22635942	"-"	"overlapStart"	104	96	"NearestLocation"	"CG17807"	"uncharacterized protein"
"chrX"	17185696	17185896	201	"*"	3.71	3.63	3.75	-0.12	0.778	0.902	"12120"	"FBgn0264818"	17182880	17183242	"-"	"upstream"	-2454	2454	"NearestLocation"	NA	NA
"chr2R"	6682670	6682870	201	"*"	3.5	3.6	3.44	0.15	0.778	0.903	"2387"	"FBgn0033090"	6683186	6684710	"+"	"upstream"	-516	316	"NearestLocation"	"CG15909"	"uncharacterized protein"
"chr3R"	12704089	12704289	201	"*"	3.83	3.89	3.8	0.09	0.778	0.903	"8218"	"FBgn0038080"	12705094	12705818	"+"	"upstream"	-1005	805	"NearestLocation"	"CG12279"	"uncharacterized protein"
"chr2L"	11203735	11203935	201	"*"	3.15	3.2	3.11	0.09	0.779	0.903	"1290"	"FBgn0259822"	11156118	11203544	"-"	"upstream"	-191	191	"NearestLocation"	"Ca-beta"	"Ca2+-channel-protein-beta-subunit"
"chr4"	979731	979931	201	"*"	4.34	4.28	4.38	-0.09	0.779	0.904	"10278"	"FBgn0039932"	962341	978489	"-"	"upstream"	-1242	1242	"NearestLocation"	"fuss"	"fussel"
"chr3L"	20395492	20395692	201	"*"	6.3	6.34	6.28	0.06	0.779	0.904	"6976"	"FBgn0267237"	20395394	20395851	"-"	"inside"	359	98	"NearestLocation"	NA	NA
"chrX"	351079	351279	201	"*"	3.51	3.44	3.55	-0.12	0.78	0.904	"10327"	"FBgn0262810"	350566	351133	"+"	"overlapEnd"	513	54	"NearestLocation"	"CG43181"	"uncharacterized protein"
"chr2L"	9446652	9446852	201	"*"	5.41	5.45	5.39	0.07	0.78	0.904	"1049"	"FBgn0053723"	9440011	9440740	"-"	"upstream"	-5912	5912	"NearestLocation"	"CG33723"	"uncharacterized protein"
"chr2R"	13536022	13536222	201	"*"	4.99	5.04	4.95	0.08	0.78	0.904	"3279"	"FBgn0011896"	13536045	13536117	"-"	"includeFeature"	95	23	"NearestLocation"	NA	NA
"chr3R"	25262381	25262581	201	"*"	6.25	6.29	6.22	0.07	0.78	0.904	"9559"	"FBgn0039304"	25260963	25262498	"-"	"overlapStart"	117	83	"NearestLocation"	"CG10425"	"uncharacterized protein"
"chr2L"	5112621	5112821	201	"*"	4.97	5.01	4.95	0.06	0.78	0.904	"554"	"FBgn0261836"	5100877	5207002	"+"	"inside"	11744	11744	"NearestLocation"	"Msp300"	"Muscle-specific protein 300 kDa"
"chr2L"	10728855	10729055	201	"*"	5	5.07	4.97	0.1	0.78	0.904	"1233"	"FBgn0032290"	10728978	10730302	"+"	"overlapStart"	-123	77	"NearestLocation"	"CG6443"	"uncharacterized protein"
"chr2L"	9894984	9895184	201	"*"	5.11	5.17	5.08	0.1	0.78	0.904	"1110"	"FBgn0063449"	9893805	9895003	"-"	"overlapStart"	19	19	"NearestLocation"	NA	NA
"chr3R"	17805143	17805343	201	"*"	4.86	4.92	4.82	0.09	0.781	0.904	"8746"	"FBgn0038549"	17803225	17805249	"-"	"overlapStart"	106	94	"NearestLocation"	"CG17802"	"uncharacterized protein"
