PeakID (cmd=annotatePeaks.pl Kirkland_LamB_DESEQ2.bed dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
919	chr2L	9529690	9529889	+	1.00	NA	TTS (NM_135448)	TTS (NM_135448)	1274	NM_135448	326169	Dm.21304	NM_135448		CG31883	CG17022|Dmel\CG31883|anon-WO0140519.218	uncharacterized protein	protein-coding
555	chr2L	6083240	6083439	+	1.00	NA	5' UTR (NM_058119, exon 1 of 4)	5' UTR (NM_058119, exon 1 of 4)	736	NM_058119	33861	Dm.3266	NM_058118		Kr-h1	44/11|CG18783|CG45074|CG9167|Dmel\CG45074|Dmel_CG18783|Kr h|Kr-H1|Kr-h|P381|Pow|l(2)05208|l(2)10642	Kruppel homolog 1	protein-coding
1543	chr2L	18141691	18141890	+	1.00	NA	exon (NM_165243, exon 2 of 4)	exon (NM_165243, exon 2 of 4)	-3308	NR_124351	19835651		NR_124351		lncRNA:CR44478	CR44478|Dmel\CR44478	long non-coding RNA:CR44478	ncRNA
3068	chr2R	15939738	15939937	+	1.00	NA	promoter-TSS (NM_166122)	promoter-TSS (NM_166122)	-3	NM_001259425	36750	Dm.12915	NM_079029		Mlf	BcDNA:SD18148|CG8295|Dmel\CG8295|MLF|dMLF|dmlf|mlf	Myelodysplasia/myeloid leukemia factor	protein-coding
1765	chr2L	20797611	20797810	+	1.00	NA	promoter-TSS (NM_206011)	promoter-TSS (NM_206011)	-5	NM_165344	35344	Dm.7117	NM_136215		CG9328	38E.22|BEST:LD01639|BcDNA:SD01241|Dmel\CG9328|LD01639	uncharacterized protein	protein-coding
4236	chr3L	1802969	1803168	+	1.00	NA	promoter-TSS (NM_206238)	promoter-TSS (NM_206238)	-39	NM_001202091	2768999	Dm.7774	NM_206238		CG42676	CG12022|CG13923|CG32317|Dmel\CG42676|Dmel_CG12022|Dmel_CG13923	uncharacterized protein	protein-coding
2869	chr2R	14037024	14037223	+	1.00	NA	intron (NM_206109, intron 1 of 3)	intron (NM_206109, intron 1 of 3)	5460	NM_206109	36555	Dm.613	NM_080376		mam	CG8118|DMam|Dm0064|Dmel\CG8118|MAM|Mam|MamH|N-2G|SR2-4|dMam|l(2)03505|l(2)04615|mam(CAG)[[7]]	mastermind	protein-coding
7820	chr3R	21887041	21887240	+	1.00	NA	exon (NM_142738, exon 1 of 4)	exon (NM_142738, exon 1 of 4)	111	NM_142739	42581	Dm.3994	NM_142739		CG6678	Dmel\CG6678	uncharacterized protein	protein-coding
6647	chr3R	8846285	8846484	+	1.00	NA	promoter-TSS (NM_176426)	promoter-TSS (NM_176426)	-95	NM_057349	41062	Dm.7093	NM_057349		pyd	CG11782|CG11962|CG12409|CG31349|CG43140|CG9729|CG9731|CG9763|CT36877|DZO-1|Dmel\CG43140|Dmel_CG31349|Dmel_CG9731|Pch|Pyd|Pyd/ZO-1|Tamou|ZO-1|ZO1|dzo-1|pyd(Z01)|tam|xvt	polychaetoid	protein-coding
5637	chr3L	16955333	16955532	+	1.00	NA	promoter-TSS (NM_176341)	promoter-TSS (NM_176341)	-68	NM_168703	39899	Dm.18613	NM_168701		Nc73EF	141810_at|CG11661|DOGDH|Dmel\CG11661|E1|Nc73eF|anon-WO0118547.329|dOgdh	Neural conserved at 73EF	protein-coding
756	chr2L	8000884	8001083	+	1.00	NA	intron (NM_001298806, intron 3 of 6)	intron (NM_001298806, intron 3 of 6)	2037	NM_135326	34089	Dm.6977	NM_135326		Sirup	BcDNA:GH18422|CG7224|Dmel\CG7224|Sdhaf4|anon-EST:Posey12|dSdhaf4	Starvation-upregulated protein	protein-coding
3846	chr2R	23811919	23812118	+	1.00	NA	promoter-TSS (NR_124717)	promoter-TSS (NR_124717)	-44	NM_001299854	37769	Dm.19995	NM_137989		Nxt1	CG12752|DmNXT1|Dmel\CG12752|Nxt|dNxt|dmNXT|dmNXT1|dmP15|nxt1|p15	NTF2-related export protein 1	protein-coding
4024	chr3L	73622	73821	+	1.00	NA	promoter-TSS (NR_073902)	promoter-TSS (NR_073902)	-620	NR_073902	14462822		NR_073902		lncRNA:CR43988	CR43988|Dmel\CR43988|lincRNA.397	long non-coding RNA:CR43988	ncRNA
5973	chr3L	20361503	20361702	+	1.00	NA	promoter-TSS (NM_143744)	promoter-TSS (NM_143744)	-17	NM_143744	44915	Dm.7051	NM_143744		DNApol-alpha60	BcDNA:GM13640|CG5553|DNA polalpha|DNAprim|DNAprimase|Dmel\CG5553|Dmpol alpha|GM13640|PRI2|Pol|Polalpha 60 kDa|S(faf)240|l(3)77ABe|l(3)j10B2|pol alpha|polalpha	DNA polymerase alpha 60kD	protein-coding
2763	chr2R	13133021	13133220	+	1.00	NA	promoter-TSS (NM_206105)	promoter-TSS (NM_206105)	-22	NM_206105	36440	Dm.35873	NM_206105		Cap-G	CAP-G|CG13327|CG17054|CG30057|CG34438|CapG|DCAP-G|DmCAP-G|Dmel\CG34438|Dmel_CG17054|cap-G|cap-g|dCAP-G|dCap-G|dcap-g|l(2)49Ff|l(2)vr9|vr-9|vr9	Chromosome associated protein G	protein-coding
4556	chr3L	5537568	5537767	+	1.00	NA	TTS (NM_168121)	TTS (NM_168121)	-1908	NM_001259709	38623	Dm.15624	NM_139712		CG13285	Dmel\CG13285|FBgn0035611	uncharacterized protein	protein-coding
4687	chr3L	7348208	7348407	+	1.00	NA	promoter-TSS (NM_079234)	promoter-TSS (NM_079234)	-6	NM_001169899	38816	Dm.2702	NM_079234		qm	CG8593|Dmel\CG8593|GGPPS|GGPPS/qm|Qm|bro2	quemao	protein-coding
7965	chr3R	23346153	23346352	+	1.00	NA	promoter-TSS (NM_079737)	promoter-TSS (NM_079737)	-85	NM_079737	42757	Dm.2370	NM_079737		pnt	0123/09|0608/07|0998/12|3520|CG17077|D-Ets-2|D-ets-2|DMPOINT1A|Dmel\CG17077|E(E2F)3D|EC3-2|EK3-2|ETS2|EY3-1|Ets|Ets1/2|Ets2|Ets58AB|Ets94F|PNT|PNT-P1|PNTP1|PNTP2|POINT|Pnt|Pnt-P1|Pnt2|PntP1|PntP2|Pointed|Pointed-P1|ets94F|l(3)07825|l(3)j1B7|l(3)s118306|png|pnt-P1|pnt-P2|pnt.P1|pntP2|pntegfr|pointed-RC|ptd	pointed	protein-coding
5286	chr3L	12797472	12797671	+	1.00	NA	intron (NM_001169962, intron 2 of 10)	intron (NM_001169962, intron 2 of 10)	6353	NM_168516	39453	Dm.947	NM_140343		CG42709	CG17667|Dmel\CG42709|Dmel_CG17667|EP(3)3622|EP3622	uncharacterized protein	protein-coding
3418	chr2R	19169019	19169218	+	1.00	NA	intron (NM_001144240, intron 2 of 15)	CpG	-1105	NM_001144244	37202	Dm.14706	NM_137554		CG10737	10737|Dmel\CG10737	uncharacterized protein	protein-coding
9913	chrX	12753895	12754094	+	1.00	NA	non-coding (NR_123887, exon 2 of 2)	non-coding (NR_123887, exon 2 of 2)	2127	NR_123887	19835994		NR_123887		lncRNA:CR44619	CR44619|Dmel\CR44619|lincRNA.984	long non-coding RNA:CR44619	ncRNA
4721	chr3L	7726392	7726591	+	1.00	NA	promoter-TSS (NM_001316447)	promoter-TSS (NM_001316447)	-18	NM_139893	38865	Dm.22521	NM_139893		CG7457	CT13960|Dmel\CG7457	uncharacterized protein	protein-coding
4997	chr3L	9842278	9842477	+	1.00	NA	intron (NM_001274735, intron 4 of 4)	CpG	-3707	NM_080487	39157		NM_080487		Cdk8	CDK8|CG10572|DmCdk8|Dmel\CG10572|cdk8|dCdk8|dTRAP56|p58	Cyclin-dependent kinase 8	protein-coding
360	chr2L	3718008	3718207	+	1.00	NA	promoter-TSS (NM_164554)	promoter-TSS (NM_164554)	-78	NM_001273072	33599	Dm.4566	NM_057373		Shaw	CG15419|CG2822|Dmel\CG2822|K[[v]]3|Kv3|Kv3.1|Shaw2|dShaw|dShaw2|shaw	Shaker cognate w	protein-coding
3308	chr2R	18290151	18290350	+	1.00	NA	intron (NM_001169720, intron 2 of 11)	CpG	1030	NM_166276	37092	Dm.684	NM_137467		CG14502	Dmel\CG14502	uncharacterized protein	protein-coding
294	chr2L	3108378	3108577	+	1.00	NA	promoter-TSS (NM_001273061)	promoter-TSS (NM_001273061)	-335	NM_001273059	33526	Dm.7877	NM_057805		toc	BA34|BcDNA:LD27161|CG9660|Dmel\CG9660|Toc|l(2)01361|l(2)05527|l(2)K08224|l(2)k08224	toucan	protein-coding
7817	chr3R	21875083	21875282	+	1.00	NA	promoter-TSS (NM_142734)	promoter-TSS (NM_142734)	-111	NM_142734	42576	Dm.1272	NM_142734		CG6656	Dmel\CG6656	uncharacterized protein	protein-coding
7492	chr3R	18283535	18283734	+	1.00	NA	promoter-TSS (NM_142448)	promoter-TSS (NM_142448)	-26	NM_142448	42196	Dm.4684	NM_142448		CG8064	Dmel\CG8064	uncharacterized protein	protein-coding
428	chr2L	4835244	4835443	+	1.00	NA	promoter-TSS (NM_135019)	promoter-TSS (NM_135019)	-43	NM_135019	33683	Dm.23844	NM_135019		Ir25a	CG15627|CT35778|DmelIR25a|Dmel\CG15627|IR25a	Ionotropic receptor 25a	protein-coding
4984	chr3L	9729920	9730119	+	1.00	NA	promoter-TSS (NM_079287)	promoter-TSS (NM_079287)	20	NM_079287	39143	Dm.7056	NM_079287		ATPsynB	ATP syn-b|ATP-syn-B|ATPF|ATPsyn-b|CG8189|Dmel\CG8189	ATP synthase, subunit B	protein-coding
5955	chr3L	20183638	20183837	+	1.00	NA	intron (NM_001144512, intron 2 of 14)	intron (NM_001144512, intron 2 of 14)	1648	NM_001275162	40205	Dm.3529	NM_140925		CG42674	CG13811|CG13812|CG32223|CG42348|CG7323|Dmel\CG42674|Dmel_CG13811|Dmel_CG32223|Dmel_CG42348|Dmel_CG7323	uncharacterized protein	protein-coding
3207	chr2R	17269348	17269547	+	1.00	NA	intron (NM_001144216, intron 1 of 5)	intron (NM_001144216, intron 1 of 5)	3929	NM_001274118	36945	Dm.2992	NM_176210		mbl	BG01127|CG10941|CG14477|CG33197|Dmel\CG33197|Mbl|chaste|chst|cht|l(2)01038|l(2)k01212|l(2)k05507|mb1|mbn|mm|n(2)k07110	muscleblind	protein-coding
7708	chr3R	20829848	20830047	+	1.00	NA	intron (NM_142661, intron 1 of 4)	intron (NM_142661, intron 1 of 4)	633	NM_142661	42466	Dm.3123	NM_142661		AdSS	BcDNA:LD32788|CG17273|Dmel\CG17273|PURA_DROME	Adenylosuccinate Synthetase	protein-coding
2244	chr2R	8599915	8600114	+	1.00	NA	promoter-TSS (NM_165611)	promoter-TSS (NM_165611)	-52	NM_136551	35842	Dm.531	NM_136551		Lnpk	CG8735|DmLnp|Dmel\CG8735	Lunapark	protein-coding
4694	chr3L	7423679	7423878	+	1.00	NA	promoter-TSS (NM_206288)	promoter-TSS (NM_206288)	-49	NM_206288	2768945		NM_206288		CG42458	CG18656|CG33277|CG33279|Dmel\CG42458|Dmel_CG33277|Dmel_CG33279|cg18656	uncharacterized protein	protein-coding
5789	chr3L	18621269	18621468	+	1.00	NA	intron (NM_001300177, intron 1 of 4)	intron (NM_001300177, intron 1 of 4)	761	NM_001300177	40030	Dm.2731	NM_079416		not	CG4166|Dmel\CG4166|NOT|Nonstop|Not|Q9VVR1|UBP8|USP22|Upb8|anon-WO0257455.9|dNonStop|i155|l(3)02069|l(3)j9A6|nonstop	non-stop	protein-coding
713	chr2L	7675081	7675280	+	1.00	NA	promoter-TSS (NM_164756)	promoter-TSS (NM_164756)	-102	NM_135287	34038	Dm.5645	NM_058001		Slob	CG13792|CG43756|CG6772|Dmel\CG43756|Dmel_CG13792|Dmel_CG6772|slob	Slowpoke binding protein	protein-coding
8720	chr4	490230	490429	+	1.00	NA	Intergenic	Intergenic	-1335	NM_001297785	43794	Dm.17798	NM_143667		Asator	CG11533|CK I|CKI-like|Dmel\CG11533	asator	protein-coding
4385	chr3L	3343004	3343203	+	1.00	NA	intron (NM_001202112, intron 2 of 14)	intron (NM_001202112, intron 2 of 14)	6000	NM_079176	38418	Dm.3050	NM_079176		kst	CG12008|Dmel\CG12008|Kst|Spec-beta[[H]]|beta-Spectrin|betaH|betaH-Spec|betaHS|betaHSpec|beta[[H]]|beta[[H]]-SPEC|beta[[H]]-Sp|beta[[H]]-Spec|beta[[H]]-Spectrin|beta[[H]]spectrin|beta[[Heavy]]spectrin|beta[[heavy]]-Spec|beta[[heavy]]-Spectrin|beta[[heavy]]spectrin|betah-Spec|l(3)01318	karst	protein-coding
5354	chr3L	13929272	13929471	+	1.00	NA	promoter-TSS (NM_140412)	promoter-TSS (NM_140412)	-16	NM_079337	39536	Dm.12980	NM_079337		DCTN1-p150	CG9206|DCTN1|DYNA_DROME|Dmel\CG9206|FCP-D|Gl|Glu|Glued|P150|P150A|P150[Glued]|gl|p150|p150/Glued|p150/glued|p150[Glued]|p150[glued]|t1	Dynactin 1, p150 subunit	protein-coding
3411	chr2R	19137143	19137342	+	1.00	NA	promoter-TSS (NM_166328)	promoter-TSS (NM_166328)	-73	NM_166325	37199	Dm.29480	NM_137552		CG15118	Dmel\CG15118|anon-EST:fe1H12	uncharacterized protein	protein-coding
4728	chr3L	7783006	7783205	+	1.00	NA	intron (NM_001259731, intron 2 of 6)	intron (NM_001259731, intron 2 of 6)	-7502	NM_001014574	38872	Dm.7596	NM_079240		Clk	CG7391|CLK|CLOCK|Dmel\CG7391|Jerk|Jrk|PAS1|bHLHe10|clk|clock|dCLK|dCLK/JRK|dCLOCK|dClck|dClk|dClock|dclk|jrk	Clock	protein-coding
5883	chr3L	19495040	19495239	+	1.00	NA	intron (NM_001144503, intron 1 of 3)	intron (NM_001144503, intron 1 of 3)	1565	NM_001300190	40117	Dm.5487	NM_001144503		CG9449	Dmel\CG9449	uncharacterized protein	protein-coding
8346	chr3R	27604500	27604699	+	1.00	NA	intron (NM_001276084, intron 1 of 7)	intron (NM_001276084, intron 1 of 7)	2797	NM_001276084	43315	Dm.7161	NM_143314		dsd	CG5634|CT17798|Dmel\CG5634	distracted	protein-coding
1507	chr2L	17379045	17379244	+	1.00	NA	intron (NM_001299083, intron 1 of 6)	intron (NM_001299083, intron 1 of 6)	4971	NM_001299083	35041	Dm.444	NM_135990		Lrch	CG6860|CT21229|Dmel\CG6860|dLRCH	Leucine-rich-repeats and calponin homology domain protein	protein-coding
5640	chr3L	16969778	16969977	+	1.00	NA	promoter-TSS (NM_001104160)	promoter-TSS (NM_001104160)	-136	NM_001104160	39900	Dm.3164	NM_140685		Exn	BcDNA:GH03693|CG14060|CG3799|CG42665|Dmel\CG42665|Dmel_CG14060|Dmel_CG3799|exn	Ephexin	protein-coding
6630	chr3R	8731652	8731851	+	1.00	NA	promoter-TSS (NM_141569)	promoter-TSS (NM_141569)	-53	NM_141568	41042	Dm.1106	NM_141568		M1BP	CC31|CG9797|Dmel\CG9797	Motif 1 Binding Protein	protein-coding
2016	chr2R	6632390	6632589	+	1.00	NA	promoter-TSS (NM_165476)	promoter-TSS (NM_165476)	-105	NM_165474	44307	Dm.6911	NM_057453		Vha16-1	ATP6V0C|BcDNA:SD02875|CG3161|Dmel\CG3161|DucC|EP2372|MRE15|V-ATPase|Vha1|Vha16|Vhac|vha16|vha16-1	Vacuolar H[+] ATPase 16kD subunit 1	protein-coding
7364	chr3R	16625959	16626158	+	1.00	NA	5' UTR (NM_169726, exon 2 of 13)	5' UTR (NM_169726, exon 2 of 13)	767	NM_169726	42025	Dm.7092	NM_169724		Fas1	CG6588|DROFAS|DROFAS1|DROFASI|Dmel\CG6588|FGM222E05|Fas I|FasI|MRE24|fas I|fas-I|fas1|fasI|gasI	Fasciclin 1	protein-coding
7701	chr3R	20783666	20783865	+	1.00	NA	intron (NM_001104378, intron 1 of 12)	(TG)n|Simple_repeat|Simple_repeat	782	NM_001275853	42460	Dm.11889	NM_142656		Syp	AI945337|CG17838|Dmel\CG17838|anon-WO0118547.613|cg17838|l(3)03806|syp	Syncrip	protein-coding
6603	chr3R	8343408	8343607	+	1.00	NA	promoter-TSS (NM_169218)	promoter-TSS (NM_169218)	9	NM_141535	40994	Dm.23544	NM_141535		CG9601	28573184|Dmel\CG9601|PNKP	uncharacterized protein	protein-coding
6652	chr3R	8931819	8932018	+	1.00	NA	promoter-TSS (NM_170646)	promoter-TSS (NM_170646)	-22	NM_170646	41062	Dm.7093	NM_057349		pyd	CG11782|CG11962|CG12409|CG31349|CG43140|CG9729|CG9731|CG9763|CT36877|DZO-1|Dmel\CG43140|Dmel_CG31349|Dmel_CG9731|Pch|Pyd|Pyd/ZO-1|Tamou|ZO-1|ZO1|dzo-1|pyd(Z01)|tam|xvt	polychaetoid	protein-coding
3764	chr2R	22729273	22729472	+	1.00	NA	promoter-TSS (NM_166550)	promoter-TSS (NM_166550)	-100	NM_001169789	43997	Dm.14398	NM_166546		jbug	AAF46896|CG11605|CG13525|CG30092|CG3550|Dmel\CG30092|Jbug	jitterbug	protein-coding
3301	chr2R	18164493	18164692	+	1.00	NA	TTS (NM_137456)	TTS (NM_137456)	2548	NM_137456	37078	Dm.682	NM_137456		Nup75	CG5733|Dmel\CG5733|Nup 75|nup75	Nucleoporin 75kD	protein-coding
2661	chr2R	12178468	12178667	+	1.00	NA	promoter-TSS (NR_124520)	promoter-TSS (NR_124520)	-14	NM_136893	36309	Dm.23238	NM_136893		EndoG	CG8862|Dmel\CG8862|dEndoG|endoG	Endonuclease G	protein-coding
1263	chr2L	13260877	13261076	+	1.00	NA	promoter-TSS (NM_165037)	promoter-TSS (NM_165037)	-32	NM_001103687	34732	Dm.23525	NM_135785		CG44085	CG6043|CG6108|Dmel\CG44085|Dmel_CG6043|Dmel_CG6108	uncharacterized protein	protein-coding
7647	chr3R	20154709	20154908	+	1.00	NA	Intergenic	Intergenic	-14627	NM_142610	42400	Dm.20221	NM_142610		CG5023	Dmel\CG5023	uncharacterized protein	protein-coding
656	chr2L	7063573	7063772	+	1.00	NA	promoter-TSS (NM_144298)	promoter-TSS (NM_144298)	-314	NM_144298	50428	Dm.6310	NM_144298		Sem1	BcDNA:RH34416|CG13779|Dmel\CG13779|Sem1p|dmdss1|dss1|sem1	Suppressor of exocyst mutations 1	protein-coding
8966	chrX	2123306	2123505	+	1.00	NA	promoter-TSS (NM_001103395)	promoter-TSS (NM_001103395)	-119	NM_001103395	44889		NM_080055		ph-d	CG3895|DROZFP|Dmel\CG3895|EG:BACN25G24.3|PH|PH-d|PHD|Ph|Ph-d|PhD|ph|ph-D|ph[D]|ph[d]|phd|phm	polyhomeotic distal	protein-coding
10235	chrX	16319346	16319545	+	1.00	NA	intron (NM_078642, intron 1 of 1)	intron (NM_078642, intron 1 of 1)	925	NM_078642	32595	Dm.6167	NM_078642		Cyp1	BcDNA:GM09255|CG9916|Cpy1|CyP-1|CyP1|Cyp-1|Dmel\CG9916|cyp-1|cyp1	Cyclophilin 1	protein-coding
6820	chr3R	10535808	10536007	+	1.00	NA	intron (NM_057230, intron 7 of 12)	intron (NM_057230, intron 7 of 12)	-22774	NR_048368	12797882	Dm.38999	NR_048368		mir-4944	CR43532|Dmel\CR43532|dme-mir-4944	mir-4944 stem loop	ncRNA
2265	chr2R	8798247	8798446	+	1.00	NA	promoter-TSS (NM_176106)	promoter-TSS (NM_176106)	-143	NM_001043067	44097		NM_176106		sns	43-49|CG12495|CG13752|CG13753|CG13754|CG13755|CG18464|CG2385|CG33141|CG8278|CT33230|CT33232|Dmel\CG33141|SNS|Sns|rost|sns20	sticks and stones	protein-coding
7944	chr3R	23175290	23175489	+	1.00	NA	intron (NM_001202341, intron 1 of 3)	intron (NM_001202341, intron 1 of 3)	1516	NM_001347788	30522399		NM_001347788		CG46310	Dmel\CG46310|Ir-5'utr	uncharacterized protein	protein-coding
8609	chr3R	30912492	30912691	+	1.00	NA	promoter-TSS (NM_206591)	promoter-TSS (NM_206591)	-163	NM_001144658	43664	Dm.7573	NM_170531		Ptx1	CG1447|D-Ptx1|Dmel\CG1447|Ptx|ptx1	Ptx1	protein-coding
9980	chrX	13390834	13391033	+	1.00	NA	promoter-TSS (NR_123896)	promoter-TSS (NR_123896)	-373	NR_123896	19834756		NR_123896		lncRNA:CR44620	CR44620|Dmel\CR44620|lincRNA.986	long non-coding RNA:CR44620	ncRNA
4093	chr3L	604831	605030	+	1.00	NA	promoter-TSS (NM_138198)	promoter-TSS (NM_138198)	-922	NM_138198	38074	Dm.6772	NM_138198		CG13893	Dmel\CG13893	uncharacterized protein	protein-coding
9017	chrX	2340183	2340382	+	1.00	NA	promoter-TSS (NM_080308)	promoter-TSS (NM_080308)	-16	NM_080308	31221	Dm.39	NM_080308		Raf	11-29|C110|CG2845|D-RAF|D-Raf|D-raf|D-raf1|DRaf|DRaf1|Dmel\CG2845|Draf|Draf-1|Draf1|EG:BACH48C10.3|Phl|RAF|Raf/phl|Raf1|dRaf|draf|l(1)2Fe|l(1)G0475|l(1)ph|l(1)phl|l(1)pole hole|l(1)polehole|l(1)polehole/draf|l(1)raf|lincRNA.937|ph|ph1|phl|raf|raf-1|raf1|rafl	Raf oncogene	protein-coding
1469	chr2L	16716041	16716240	+	1.00	NA	promoter-TSS (NM_001201893)	promoter-TSS (NM_001201893)	55	NM_001201893	10178782	Dm.33809	NM_001201893		CG31808	BcDNA:RE70695|CR31808|Dmel\CG31808|Dmel_CR31808|MRE33|RE70695	uncharacterized protein	protein-coding
724	chr2L	7782791	7782990	+	1.00	NA	promoter-TSS (NM_135304)	promoter-TSS (NM_135304)	25	NM_135304	34062	Dm.343	NM_135304		CG7154	BRD7|Dmel\CG7154	uncharacterized protein	protein-coding
1041	chr2L	10457541	10457740	+	1.00	NA	promoter-TSS (NM_164929)	promoter-TSS (NM_164929)	-18	NM_164929	34437	Dm.7758	NM_135564		LManII	BcDNA:GH02419|CG6206|Dmel\CG6206|LM|LM408|dLM|dLM408|dLMII|dLManII	Lysosomal alpha-mannosidase II	protein-coding
9690	chrX	10309066	10309265	+	1.00	NA	promoter-TSS (NM_167224)	promoter-TSS (NM_167224)	-58	NM_167224	31957	Dm.7316	NM_078550		alpha-Man-Ia	CG17809|CG18799|CG32682|CG32684|CG42275|DM-GI|Dmel\CG42275|Dmel_CG32682|Dmel_CG32684|MA12|MAN-1|Man'ase|ManI|a-Man-Ia|alpha-Man-I|alpha-Man-l|dManI|dMas-1|mas-1|mas1	alpha-Mannosidase class I a	protein-coding
7345	chr3R	16359236	16359435	+	1.00	NA	promoter-TSS (NM_169715)	promoter-TSS (NM_169715)	-17	NM_001300436	8674030	Dm.19112	NM_169715		CG17931	BcDNA:AT19233|Dmel\CG17931	uncharacterized protein	protein-coding
2134	chr2R	7636486	7636685	+	1.00	NA	promoter-TSS (NM_176102)	promoter-TSS (NM_176102)	-310	NM_001259259	35698	Dm.19215	NM_136458		CG43340	BcDNA:GH02712|BcDNA:HL07907|CG17983|CG17984|CG2080|CG2088|CG30492|CG30494|CT6764|Dmel\CG43340|Dmel_CG30492|Dmel_CG30494	uncharacterized protein	protein-coding
10700	chrX	22481529	22481728	+	1.00	NA	promoter-TSS (NM_176776)	promoter-TSS (NM_176776)	399	NM_134621	33135	Dm.6439	NM_134621		CG12576	Dmel\CG12576|anon-WO0140519.40	uncharacterized protein	protein-coding
10040	chrX	13874725	13874924	+	1.00	NA	intron (NM_001201660, intron 5 of 7)	intron (NM_001201660, intron 5 of 7)	-28958	NM_167384	32352	Dm.4614	NM_132703		AMPdeam	AMP deam|CG11058|CG11065|CG15762|CG32626|Dmel\CG32626	AMP deaminase	protein-coding
1866	chr2L	22538132	22538331	+	1.00	NA	promoter-TSS (NR_133098)	promoter-TSS (NR_133098)	1	NR_133094	26067578		NR_133094		lncRNA:CR46268	CR46268|Dmel\CR46268	long non-coding RNA:CR46268	ncRNA
3745	chr2R	22640056	22640255	+	1.00	NA	promoter-TSS (NM_137848)	promoter-TSS (NM_137848)	46	NM_137848	37588	Dm.3693	NM_137848		CG3732	Dmel\CG3732	uncharacterized protein	protein-coding
2668	chr2R	12200755	12200954	+	1.00	NA	promoter-TSS (NM_165869)	promoter-TSS (NM_165869)	-39	NM_165868	36321		NM_165868		RpS11	CG8857|Dmel\CG8857|M(2)48E|RPS11|S11|anon-EST:fe1D2|anon-MMS23|clone 23	Ribosomal protein S11	protein-coding
58	chr2L	484711	484910	+	1.00	NA	intron (NM_001272901, intron 1 of 7)	(GTCA)n|Simple_repeat|Simple_repeat	-5122	NM_164384	33224	Dm.6739	NM_134685		cbt	CG4427|Cabot|Cabut|Cbt|Dmel\CG4427|EP(2)2237|EP2237|dTIEG	cabut	protein-coding
10134	chrX	15333297	15333496	+	1.00	NA	promoter-TSS (NM_132789)	promoter-TSS (NM_132789)	86	NM_001272640	32461	Dm.3238	NM_132789		HDAC6	CG6170|DHDAC2|DmHDAC2|Dmel\CG6170|HDAC|HDAC2|dHDAC2|dHDAC6|dmHDA404|hdac6	Histone deacetylase 6	protein-coding
6004	chr3L	20526114	20526313	+	1.00	NA	promoter-TSS (NM_140986)	promoter-TSS (NM_140986)	-39	NM_140985	40281	Dm.1487	NM_140985		CG4825	Dmel\CG4825|ptdss1	uncharacterized protein	protein-coding
3563	chr2R	21057154	21057353	+	1.00	NA	promoter-TSS (NM_137695)	promoter-TSS (NM_137695)	-56	NM_057374	37386		NM_057374		shg	CADH|CG3722|CT12481|Cad|CadE|Cadh|D E-cad|D-CAD2|D-cad|DCAD|DCAD2|DCad|DCad2|DE|DE Cad|DE Cadh|DE-CAD|DE-CAD2|DE-Cad|DE-Cad2|DE-Cadh|DE-Cadherin|DE-cad|DE-cadh|DE-cadherin|DEC|DECAD|DECad|DECadh|DE[cyto]|DEcad|De-Cad|Dmel\CG3722|E-CAD|E-Ca|E-Cad|E-Cadherin|E-cad|E-cadherin|ECAD|ECad|ECad2|ECadh|Ecad|N-cad|Shg|cad|cadh|com5|dEcad|de-cad|e-cad|ecad|gp150|l(2)10469|l(2)k03401|l(2)k10220|shg/DE-Cad	shotgun	protein-coding
236	chr2L	2739878	2740077	+	1.00	NA	promoter-TSS (NM_164496)	promoter-TSS (NM_164496)	-9	NM_164496	33458	Dm.274	NM_080360		Hrs	CG2903|DmHRS|Dmel\CG2903|HRS|HRS-2|Vps27|dHrs|hrs|l(2)23AB5|l(2)23Ad|l(2)23Ad(Hrs)|vps27	Hepatocyte growth factor regulated tyrosine kinase substrate	protein-coding
1048	chr2L	10500694	10500893	+	1.00	NA	intron (NM_001201855, intron 2 of 9)	intron (NM_001201855, intron 2 of 9)	-5508	NR_073753	14462736		NR_073753		asRNA:CR44224	CR44224|Dmel\CR44224	antisense RNA:CR44224	ncRNA
2173	chr2R	7822152	7822351	+	1.00	NA	exon (NM_001347753, exon 2 of 3)	exon (NM_001347753, exon 2 of 3)	1318	NM_001347752	45268	Dm.3355	NM_143756		cathD	CATH|CG1548|CT3996|CTSD|CathD|Dmel\CG1548|T17	cathD	protein-coding
5810	chr3L	18812306	18812505	+	1.00	NA	intron (NM_001275093, intron 2 of 5)	intron (NM_001275093, intron 2 of 5)	8270	NM_001275093	40046	Dm.13637	NM_140803		CG14073	Dmel\CG14073|Nirvana	uncharacterized protein	protein-coding
6186	chr3L	22847729	22847928	+	1.00	NA	Intergenic	Intergenic	-2283	NR_048314	12798470		NR_048314		asRNA:CR43426	CR43426|Dmel\CR43426	antisense RNA:CR43426	ncRNA
4435	chr3L	3811146	3811345	+	1.00	NA	promoter-TSS (NM_206269)	promoter-TSS (NM_206269)	-18	NM_139575	38446	Dm.11589	NM_139575		PIG-B	CG12006|Dmel\CG12006	Phosphatidylinositol glycan anchor biosynthesis class B	protein-coding
